Reviewer_Location,American,Review_Text,Prompt,Simplified
United States,1,"Compared to other Disney parks, Disneyland Hong Kong is small, but still pretty and magical. Even the Cinderela castle is so small that seems to be a dolls' house. Also, the Toy Storyland  is very very small with all attractions  fighting for a space  within...More","Simplify ""Compared to other Disney parks, Disneyland Hong Kong is small, but still pretty and magical. Even the Cinderela castle is so small that seems to be a dolls' house. Also, the Toy Storyland  is very very small with all attractions  fighting for a space  within...More""","Disneyland Hong Kong is small compared to other Disney parks, but still has a charming and magical atmosphere. The Cinderella castle is particularly tiny, resembling a dollhouse. Toy Storyland is also very small, with attractions cramped for space."
United States,1,"I took my (then) five year old daughter to Disneyland and found it very manageable. No, it's not as extensive as Disney World in Florida, but it's perfect for younger children who don't have the stamina to go around a much larger theme park.","Simplify ""I took my (then) five year old daughter to Disneyland and found it very manageable. No, it's not as extensive as Disney World in Florida, but it's perfect for younger children who don't have the stamina to go around a much larger theme park.""",I took my 5-year-old daughter to Disneyland and found it manageable. It's smaller than Disney World but suitable for younger children.
United States,1,"Awesome time at Hong Kong Disneyland with my 10 year old while my husband attended a conference.  This park is smaller than Disneyland in LA and Orlando, but rides are very much the same. Lines are shorter and it's just as magical. We loved it.","Simplify ""Awesome time at Hong Kong Disneyland with my 10 year old while my husband attended a conference.  This park is smaller than Disneyland in LA and Orlando, but rides are very much the same. Lines are shorter and it's just as magical. We loved it.""","Awesome trip to Hong Kong Disneyland with my 10-year-old while my husband was at a conference. Smaller than LA and Orlando, but similar rides. Short lines and magical atmosphere. Loved it."
United States,1,"Pretty small and manageable  you can easily hit all the highlights within the first three or four hours of the park opening (assuming you go at line drop and don't stop for breakfast character meets etc). The park has a lot of repackaged rides areas from Disneyworld and Anaheim Disneyland, which was fine but nothing new. The best rides that are relatively novel to Hong Kong are Iron Man and Mystic Manor (the best, obviously). My favorite part of the whole park was actually the shows, which were really well done and blended Cantonese and English in a very accessible and interesting way. Definitely try to catch the Jedi Training  it was hilarious and great. The shows were the most identifiably  Hong Kong  part of the park, so they were really memorable for me, as a westerner. If you need an afternoon beer, River View Cafe has one beer on tap.","Simplify ""Pretty small and manageable  you can easily hit all the highlights within the first three or four hours of the park opening (assuming you go at line drop and don't stop for breakfast character meets etc). The park has a lot of repackaged rides areas from Disneyworld and Anaheim Disneyland, which was fine but nothing new. The best rides that are relatively novel to Hong Kong are Iron Man and Mystic Manor (the best, obviously). My favorite part of the whole park was actually the shows, which were really well done and blended Cantonese and English in a very accessible and interesting way. Definitely try to catch the Jedi Training  it was hilarious and great. The shows were the most identifiably  Hong Kong  part of the park, so they were really memorable for me, as a westerner. If you need an afternoon beer, River View Cafe has one beer on tap.""","Hong Kong Disneyland is a small and manageable park, where you can visit all its highlights within 4 hours at opening. It has rehashed rides from other Disney parks, but has unique rides like Iron Man and Mystic Manor which is the best. The shows were well done, with a blend of Cantonese and English and were the most memorable part of the park for a westerner. Jedi Training show is highly recommended. River View Cafe has one beer on tap for an afternoon beer break."
United States,1,"On my daughter's bucket list is to visit every Disney, so not going to Disneyland was not an option. If you are familar with the Disney's in the US, this one is much smaller. It had a few of the larger rides, the Star Wars rollar coaster, Big Thunder Mountain and Mystic Mansion which is their version of the Haunted Mansion. Otherwise, the park is very kid friendly. We did get there when it opened and we stayed until it closed   which was a bit too long for me, but my daughter loved it.","Simplify ""On my daughter's bucket list is to visit every Disney, so not going to Disneyland was not an option. If you are familar with the Disney's in the US, this one is much smaller. It had a few of the larger rides, the Star Wars rollar coaster, Big Thunder Mountain and Mystic Mansion which is their version of the Haunted Mansion. Otherwise, the park is very kid friendly. We did get there when it opened and we stayed until it closed   which was a bit too long for me, but my daughter loved it.""","My daughter wants to visit all Disney parks and visiting Disneyland was a must. It's smaller than other Disney parks in the US and has some big rides like Star Wars roller coaster, Big Thunder Mountain, and Mystic Mansion. The park is geared towards kids and we stayed from opening to closing, which was too long for me but my daughter enjoyed it."
United States,1,"We enjoyed Disneyland Hong Kong. It is a fairly small park, but easy to navigate through in just a day, no need for multiple days. T it is easy to get to using the MRT. Disney line is clearly marked in all the stations (the pink line), and the train is very Disney oriented. It had memorabilia and Mickey hand holds   lots of fun for the kids to see. The rides were fun. Fast passes are only available for three rides: Marvel Experience, Hyperspace Tours, and The Winnie the Pooh ride. If you don't like  Asian inspired American Food , bring your own lunch. The Lion King show was awesome, but the crowd management is awful   only reason I'm giving this four stars instead of five. They line you up to put you in groups, then it is a mad dash to grab a seat. Felt like Walmart on Black Friday. Get there early to be in the front to avoid the pushing and shoving. It needs to be more organized, but again, the show was great. Lines weren't too bad, and we went on Chinese New Year. They do a good job of letting you know what's happening around the park. Most employers speak English enough to help if needed. Prices for souvenirs and merchandise is comparable to US parks. They will let you pay with either USD or HKD, your receipt shows you both prices. Just be aware they are offering a lower conversion fee ( .4% I think). They do offer many  freebies  and deals with purchase that seemed to be a good deal. Overall, we really enjoyed our experience at Disneyland Hong Kong. ","Simplify ""We enjoyed Disneyland Hong Kong. It is a fairly small park, but easy to navigate through in just a day, no need for multiple days. T it is easy to get to using the MRT. Disney line is clearly marked in all the stations (the pink line), and the train is very Disney oriented. It had memorabilia and Mickey hand holds   lots of fun for the kids to see. The rides were fun. Fast passes are only available for three rides: Marvel Experience, Hyperspace Tours, and The Winnie the Pooh ride. If you don't like  Asian inspired American Food , bring your own lunch. The Lion King show was awesome, but the crowd management is awful   only reason I'm giving this four stars instead of five. They line you up to put you in groups, then it is a mad dash to grab a seat. Felt like Walmart on Black Friday. Get there early to be in the front to avoid the pushing and shoving. It needs to be more organized, but again, the show was great. Lines weren't too bad, and we went on Chinese New Year. They do a good job of letting you know what's happening around the park. Most employers speak English enough to help if needed. Prices for souvenirs and merchandise is comparable to US parks. They will let you pay with either USD or HKD, your receipt shows you both prices. Just be aware they are offering a lower conversion fee ( .4% I think). They do offer many  freebies  and deals with purchase that seemed to be a good deal. Overall, we really enjoyed our experience at Disneyland Hong Kong. ""","Disneyland Hong Kong is a small park that is easy to navigate and can be explored in one day. The MRT is a convenient way to reach the park and the Disney line is clearly marked. The rides are fun and fast passes are only available for three attractions. Food options are limited but you can bring your own lunch if needed. The Lion King show was great but the crowd management was poor. Get there early to avoid the pushing and shoving. Most employees speak English and prices for souvenirs and merchandise are comparable to US parks. They accept both USD and HKD with a lower conversion fee. There are freebies and deals available, making it a good value overall. The overall experience at Disneyland Hong Kong was enjoyable."
United States,1,"This Disneyland is much smaller and therefore, more crowded than the one in California, USA. The best rides in the park are Grizzly Gulch and HyperSpace Mountain. Almost everything else is geared toward very young children. Good visit, but not 5 stars.","Simplify ""This Disneyland is much smaller and therefore, more crowded than the one in California, USA. The best rides in the park are Grizzly Gulch and HyperSpace Mountain. Almost everything else is geared toward very young children. Good visit, but not 5 stars.""",Disneyland in this location is smaller & more crowded than the one in California. The best rides are Grizzly Gulch & HyperSpace Mountain. Most of the park is for young children. A good visit but not 5-star.
United States,1,"Spent Christmas Eva at the park (11:30am 8:30pm).  We were on a day bus trip from Guangzhou.  Going through China HongKong customs was the worst part of the day.  None of the park problems some reviewers complained about.  The bathrooms, trash cans, and water fountains were all...More","Simplify ""Spent Christmas Eva at the park (11:30am 8:30pm).  We were on a day bus trip from Guangzhou.  Going through China HongKong customs was the worst part of the day.  None of the park problems some reviewers complained about.  The bathrooms, trash cans, and water fountains were all...More""","Spent Christmas Eve at the park from 11:30am to 8:30pm on a day bus trip from Guangzhou. Going through customs in China and Hong Kong was the worst part of the day. No issues with the park as reported by some reviewers, bathrooms, trash cans and water fountains were all good."
United States,1,"So this is the 4th Disney Park my fianc  e and I have travelled to together. Although this park is a lot smaller than the others we both really enjoy the intimacy of the park. The rides were very fun. They had all the great rides that all the Disney parks have, other than pirates of the Caribbean and splash mountain. It was a bit disappointing not having a water ride in HK, considering how hot it is. Two things that disappointed us was that we really struggled to find vegetarian meals that were dairy free (allergies) and the merchandise wasn   t great. We didn   t buy any merchandise. Usually we do, but this park just disappointed us when it came to merchandise. Overall though for a theme park with rides it was great. ","Simplify ""So this is the 4th Disney Park my fianc  e and I have travelled to together. Although this park is a lot smaller than the others we both really enjoy the intimacy of the park. The rides were very fun. They had all the great rides that all the Disney parks have, other than pirates of the Caribbean and splash mountain. It was a bit disappointing not having a water ride in HK, considering how hot it is. Two things that disappointed us was that we really struggled to find vegetarian meals that were dairy free (allergies) and the merchandise wasn   t great. We didn   t buy any merchandise. Usually we do, but this park just disappointed us when it came to merchandise. Overall though for a theme park with rides it was great. ""","My fiancé and I have visited the 4th Disney Park together. Although it is smaller, we love its intimacy and enjoyed the rides. The park has all the popular Disney rides except for Pirates of the Caribbean and Splash Mountain. It was disappointing not to have a water ride in HK given the heat. Our main disappointments were the limited options for vegetarian and dairy-free meals and unsatisfactory merchandise. Despite this, the park was great for rides."
United States,1,"Having been to both, Hong Kong Disney land is a bit of a let down.  I haven't been to Disneyland in Europe but if you haven't been to any of them, its still a good time.","Simplify ""Having been to both, Hong Kong Disney land is a bit of a let down.  I haven't been to Disneyland in Europe but if you haven't been to any of them, its still a good time.""","""Hong Kong Disneyland is a disappointment compared to others. Europe Disneyland is unknown, but overall Disneyland is a good experience."""
United States,1,"When you think of Disney you think big, crowds, and busy! We visited Hong Kong Disneyland in the off season and I was surprised. We had a fantastic day but there are some things you should know going in. (1) The park is small. Really small. You can realistically do the park in one day. The park is about 1 2 the size of California's Magic Kingdom. For our experience with our toddler, the size of the park was just fine. Due to the size some of the rides that are in other Disneylands are not here but Hong Kong makes up with it by having other lands (i.e. Mystic Manor, Toy Story Land). (2) With the off season you will not have to wait. I think the longest we waited for a ride was about ten minutes which was fantastic. (3) The characters are there! I was really surprised how many character experiences there were throughout the park. (4) Easy shuttle from the hotel. We stayed at the Disneyland Hotel and we were able to shuffle my son back and forth in the park without any problems. (5) The operation times are different. I was really surprised that in March the park did not open until about 10:30 in the morning. Main Street was open but the rest of the park was not. (6) The prices  it's a Disney experience. Get ready to shell out big Hong Kong Dollars for anything. Its pretty much a once and a lifetime opportunity so live it up and go big or go home. (7) Don't fret if you use a restroom and come across a squatty potty  there are western toilets in there, you just have to look. :)","Simplify ""When you think of Disney you think big, crowds, and busy! We visited Hong Kong Disneyland in the off season and I was surprised. We had a fantastic day but there are some things you should know going in. (1) The park is small. Really small. You can realistically do the park in one day. The park is about 1 2 the size of California's Magic Kingdom. For our experience with our toddler, the size of the park was just fine. Due to the size some of the rides that are in other Disneylands are not here but Hong Kong makes up with it by having other lands (i.e. Mystic Manor, Toy Story Land). (2) With the off season you will not have to wait. I think the longest we waited for a ride was about ten minutes which was fantastic. (3) The characters are there! I was really surprised how many character experiences there were throughout the park. (4) Easy shuttle from the hotel. We stayed at the Disneyland Hotel and we were able to shuffle my son back and forth in the park without any problems. (5) The operation times are different. I was really surprised that in March the park did not open until about 10:30 in the morning. Main Street was open but the rest of the park was not. (6) The prices  it's a Disney experience. Get ready to shell out big Hong Kong Dollars for anything. Its pretty much a once and a lifetime opportunity so live it up and go big or go home. (7) Don't fret if you use a restroom and come across a squatty potty  there are western toilets in there, you just have to look. :)""","Hong Kong Disneyland is smaller than other Disneylands, but it offers unique experiences such as Mystic Manor and Toy Story Land. Visiting in the off season allows for shorter wait times for rides and plenty of character experiences. The Disneyland Hotel offers easy shuttle access to the park. However, the park's operating times may differ, opening late and closing early. The cost of a Disney experience is expensive in Hong Kong, but worth it for a once in a lifetime opportunity. Restrooms may have squatty potties, but western toilets are also available."
United States,1,"This park isn't very big, but it still packs a lot in.  There is a lot to do at the park and the best part was the parade.  They even had good food!","Simplify ""This park isn't very big, but it still packs a lot in.  There is a lot to do at the park and the best part was the parade.  They even had good food!""","The park is small but offers plenty of activities, including a great parade and good food."
United States,1,If you are a Disney fan then you have to visit this park at least once.We were visiting Hong Kong and hadn't really planned on seeing the Disney park but on a whim we got on the subway and made our way here.One of the most fun things was the Subway ride. There is a dedicated car (complete with Micky Ears for windows) they built just for the park. Transportation is really easy   I wish they had something like this for the Disney parks in the US.The rides are very much like parks around the world so I won't go into that. However the interesting differences had to do with food and the crowds. Each restaurant had sample plates showing the food in little glass cases (nice touch) but I'll never get over the smell of the waffle  squid  that permeated the park. The locals love it but it honestly made me (American) gag. Other differences were carmel on the popcorn and curry fish balls in food carts. We also enjoyed the Toy Story Land and the new ride in the Grizzly Gulch which had a surprise ending. Lines weren't too bad as we visited during the Chinese New Year.The only negative experience was the crowd which was VERY pushy. Some people cut in lines and the staff didn't do anything about it   I don't think these visitors were from Hong Kong as in the city you don't get this sense of pushiness in the culture. Some of them would take their children push them in front of us then follow them. I gave up after awhile. We were also probably the only Westerners in the entire park which appeared to be 99.9% Chinese visitors maybe I don't understand the culture. The staff was nice and English was not a problem anywhere. If you like Disney then I highly recommend visiting the Hong Kong Disneyland park (despite the pushy crowds). I think it was well worth the relatively low entry price (about $55 US).,"Simplify ""If you are a Disney fan then you have to visit this park at least once.We were visiting Hong Kong and hadn't really planned on seeing the Disney park but on a whim we got on the subway and made our way here.One of the most fun things was the Subway ride. There is a dedicated car (complete with Micky Ears for windows) they built just for the park. Transportation is really easy   I wish they had something like this for the Disney parks in the US.The rides are very much like parks around the world so I won't go into that. However the interesting differences had to do with food and the crowds. Each restaurant had sample plates showing the food in little glass cases (nice touch) but I'll never get over the smell of the waffle  squid  that permeated the park. The locals love it but it honestly made me (American) gag. Other differences were carmel on the popcorn and curry fish balls in food carts. We also enjoyed the Toy Story Land and the new ride in the Grizzly Gulch which had a surprise ending. Lines weren't too bad as we visited during the Chinese New Year.The only negative experience was the crowd which was VERY pushy. Some people cut in lines and the staff didn't do anything about it   I don't think these visitors were from Hong Kong as in the city you don't get this sense of pushiness in the culture. Some of them would take their children push them in front of us then follow them. I gave up after awhile. We were also probably the only Westerners in the entire park which appeared to be 99.9% Chinese visitors maybe I don't understand the culture. The staff was nice and English was not a problem anywhere. If you like Disney then I highly recommend visiting the Hong Kong Disneyland park (despite the pushy crowds). I think it was well worth the relatively low entry price (about $55 US).""","Visiting Hong Kong Disneyland was a great experience for the writer, who is a Disney fan. The subway ride to the park was a highlight, as it was dedicated with Mickey ears. The park had similar rides to other Disney parks, but the food and crowds were different. Restaurants showed sample plates, but the waffle squid scent was unpleasant. Popcorn had caramel and food carts had curry fish balls. The Toy Story Land and the new Grizzly Gulch ride were enjoyable. Crowds were very pushy and some people cut lines, but staff didn't enforce rules. The park was mostly Chinese visitors and the writer felt out of place, but the staff was nice and English was widely spoken. Despite the pushy crowds, the writer highly recommends visiting the park for a low entry price of around $55."
United States,1,"Maybe we were just lucky, but compared to Disneyland California standards, it wasn't crowded at all. We went on a Tuesday in May. It rained in the evening, so the 2nd parade and fireworks were cancelled, but we waited in no lines the whole day. Which made it a great Disney day. Also, it was only $65, much less than California. ","Simplify ""Maybe we were just lucky, but compared to Disneyland California standards, it wasn't crowded at all. We went on a Tuesday in May. It rained in the evening, so the 2nd parade and fireworks were cancelled, but we waited in no lines the whole day. Which made it a great Disney day. Also, it was only $65, much less than California. ""","We had a great Disney experience on a Tuesday in May, with no crowds and no wait times. It rained in the evening and cancelled the parade and fireworks, but it was still a great day. The cost was only $65, cheaper than Disneyland California."
United States,1,"It is a great place to go, but the lines are scary! It's nothing compared to the Disneyland in the US but it's money well worth because you get to ride in the Disney train in HK. It's fun!","Simplify ""It is a great place to go, but the lines are scary! It's nothing compared to the Disneyland in the US but it's money well worth because you get to ride in the Disney train in HK. It's fun!""","""Great place to go but long lines, worth it for the fun Disney train ride."""
United States,1,"Much smaller scale than Disney World (no surprise there) but such high quality! Something I really enjoyed is that there are certain rides attractions here that you cannot find at the other Disney parks. I would say this should not be the TOP thing on your Hong Kong To Do List, since it is not a natural part of the Hong Kong culture, but if you have the time to squeeze it in, it was very enjoyable!","Simplify ""Much smaller scale than Disney World (no surprise there) but such high quality! Something I really enjoyed is that there are certain rides attractions here that you cannot find at the other Disney parks. I would say this should not be the TOP thing on your Hong Kong To Do List, since it is not a natural part of the Hong Kong culture, but if you have the time to squeeze it in, it was very enjoyable!""","Hong Kong Disneyland is smaller than Disney World but high quality with unique rides. It's not a must-visit, but worth squeezing in if you have time."
United States,1,"I traveled from the US with my wife and two young children to Asia and we opted for one day of Americana by visiting Hong Kong Disneyland. It is smaller than Disneyland in Anaheim, but it was still a full day for us at the park. Be warned, however, that some Chinese can be exceptionally rude and will brazenly cut in line at the park. Because of China's one child policy, the ratio of adults to children is also higher at this park than the parks in California or Florida. Chinese also apparently have a preference for shows over rides, so line up for shows early, but you can find short lines for even the most popular rides later in the day.","Simplify ""I traveled from the US with my wife and two young children to Asia and we opted for one day of Americana by visiting Hong Kong Disneyland. It is smaller than Disneyland in Anaheim, but it was still a full day for us at the park. Be warned, however, that some Chinese can be exceptionally rude and will brazenly cut in line at the park. Because of China's one child policy, the ratio of adults to children is also higher at this park than the parks in California or Florida. Chinese also apparently have a preference for shows over rides, so line up for shows early, but you can find short lines for even the most popular rides later in the day.""","I visited Hong Kong Disneyland with my wife and kids on a trip to Asia. It's smaller than Disneyland in Anaheim, but we still had a full day at the park. Some Chinese visitors were rude and cut in lines, due to China's one child policy there are more adults than kids at the park. Chinese visitors prefer shows over rides, so line up for shows early, but you can find shorter lines for popular rides later in the day."
United States,1,"if you're going to hong kong on a family or friends vacation, you're proabbly gonna go to disneyland anyway, as well as oceanpark, but this disney is smaller the the one in california, but still, its a place you should go to","Simplify ""if you're going to hong kong on a family or friends vacation, you're proabbly gonna go to disneyland anyway, as well as oceanpark, but this disney is smaller the the one in california, but still, its a place you should go to""","If you're visiting Hong Kong with family or friends, you'll likely go to both Disneyland and Ocean Park, although Disneyland in Hong Kong is smaller than the one in California, it's still a must-visit destination."
United States,1,"Such a wonderful experience. It's not large yet Anaheim, California or Florida but it's worth the visit. There a a number of different themes there that are so much fun. The parade is great and the cast is very polished. Loved it and I'll go again for my third time soon. ","Simplify ""Such a wonderful experience. It's not large yet Anaheim, California or Florida but it's worth the visit. There a a number of different themes there that are so much fun. The parade is great and the cast is very polished. Loved it and I'll go again for my third time soon. ""","""Wonderful experience worth visiting. Different fun themes, great parade, and polished cast. Going for the third time soon."""
United States,1,"My husband and I took our 2 kids and it was the worst experience of our lives. Mothers take heed, you will be endangering the lives of your children should you bring them to this modern day Sodom and Gomorrah.First off, the park is poorly designed and incredibly miniscule. There are hardly any rides, and as you can imagine, with this few rides of course the lines are ridiculously long. Expect to wait 3 hours and more for even the worst of rides, though no  great  ones even come to mind. I truly believe that they built this whole park around the fact that it has Space Mountain and felt like it was enough to cheat their  ignorant  clientele into believing this is the real thing. This is NOT a real Disneyland, not the type I grew up with. This is at best an ultra mini version, and if anything, they should have made the ticket prices ultra mini as well because there is no way in hell the experience was worth the ticket price.But speaking of clientele, this may have been the worst thing about Hong Kong Disneyland. Before you think I am the squeamish type, my parents were in the Peace Corps and our family traveled all over Africa and South America. I grew up seeing decay and disease, and I can say I have never seen a greater cesspool of human waste and potential for the spread of disease as I did at Hong Kong Disneyland.My husband gagged and nearly threw up when he went for a drink of water to find feces in the drinking fountain.We saw a mother help her little boy with his trousers while he urinated next to a food stand.Smokers EVERYWHERE. Mind you, we're at Disneyland, not on the city streets where smoking in public is repulsive is enough. My husband and I nearly lost it when a man BLEW CIGARETTE SMOKE into the faces of our children!Mind you, we alerted Disney staff to these infractions and they DID NOTHING! It was unbelievable. It's like they were either very poorly trained or they were instructed to turn the other cheek.We found it irreprehensible. How park officials could let people smoke in public around children, blow smoke into children's faces, no less, and still consider themselves  kid friendly  is beyond us. Worst, this is DISNEYLAND! Yes, smoking everywhere is permitted at Hong Kong Disneyland.There were hundreds of other unsanitary and unsightly things that we encountered during our visit, almost too many to mention. We've never seen such outwardly anti social public displays ever in our entire lives. Wiping exposed underarms with bare hands and then smelling the hand, putting up bare feet everywhere on park benches and then rubbing and picking at the toenails, it was so disgusting. At times, you would think you were toiling away at some chicken farm instead of spending your holiday at Disneyland. The most shocking thing is that with the new outbreaks of bird flu virus predicated to happen any day now and possibly the re emergence to a more deadly and untreatable version of SARS, that there could be such horrid public sanitation and behavior at of all places, Disneyland!When you consider that SARS was originated in this part of the world from precisely this type of unsanitary behavior, and when you are among the 30,000 people packed into a space that is a third the size of Disneyland in the US, and people are urinating on the street and defecating in the water fountains, that you are in fact HIGHLY SUSCEPTIBLE to these type of diseases, whether it's SARS or H5N1 bird flu.What's more, Hong Kong Disneyland is like a hot box of second hand cigarette smoke for children. So either you are exposing yourself to the dangers of highly contagious fatal diseases brought on by unsanitary conditions and human behavior, or to preventable diseases such as cancer by inhaling second hand smoke when you visit Hong Kong Disneyland.Besides these factors, this place is supposed to be fun? Yes, but unfortunately, this place is as close as a family on holiday can get to the burning gates of Hell. DO NOT VISIT HONG KONG DISNEYLAND!","Simplify ""My husband and I took our 2 kids and it was the worst experience of our lives. Mothers take heed, you will be endangering the lives of your children should you bring them to this modern day Sodom and Gomorrah.First off, the park is poorly designed and incredibly miniscule. There are hardly any rides, and as you can imagine, with this few rides of course the lines are ridiculously long. Expect to wait 3 hours and more for even the worst of rides, though no  great  ones even come to mind. I truly believe that they built this whole park around the fact that it has Space Mountain and felt like it was enough to cheat their  ignorant  clientele into believing this is the real thing. This is NOT a real Disneyland, not the type I grew up with. This is at best an ultra mini version, and if anything, they should have made the ticket prices ultra mini as well because there is no way in hell the experience was worth the ticket price.But speaking of clientele, this may have been the worst thing about Hong Kong Disneyland. Before you think I am the squeamish type, my parents were in the Peace Corps and our family traveled all over Africa and South America. I grew up seeing decay and disease, and I can say I have never seen a greater cesspool of human waste and potential for the spread of disease as I did at Hong Kong Disneyland.My husband gagged and nearly threw up when he went for a drink of water to find feces in the drinking fountain.We saw a mother help her little boy with his trousers while he urinated next to a food stand.Smokers EVERYWHERE. Mind you, we're at Disneyland, not on the city streets where smoking in public is repulsive is enough. My husband and I nearly lost it when a man BLEW CIGARETTE SMOKE into the faces of our children!Mind you, we alerted Disney staff to these infractions and they DID NOTHING! It was unbelievable. It's like they were either very poorly trained or they were instructed to turn the other cheek.We found it irreprehensible. How park officials could let people smoke in public around children, blow smoke into children's faces, no less, and still consider themselves  kid friendly  is beyond us. Worst, this is DISNEYLAND! Yes, smoking everywhere is permitted at Hong Kong Disneyland.There were hundreds of other unsanitary and unsightly things that we encountered during our visit, almost too many to mention. We've never seen such outwardly anti social public displays ever in our entire lives. Wiping exposed underarms with bare hands and then smelling the hand, putting up bare feet everywhere on park benches and then rubbing and picking at the toenails, it was so disgusting. At times, you would think you were toiling away at some chicken farm instead of spending your holiday at Disneyland. The most shocking thing is that with the new outbreaks of bird flu virus predicated to happen any day now and possibly the re emergence to a more deadly and untreatable version of SARS, that there could be such horrid public sanitation and behavior at of all places, Disneyland!When you consider that SARS was originated in this part of the world from precisely this type of unsanitary behavior, and when you are among the 30,000 people packed into a space that is a third the size of Disneyland in the US, and people are urinating on the street and defecating in the water fountains, that you are in fact HIGHLY SUSCEPTIBLE to these type of diseases, whether it's SARS or H5N1 bird flu.What's more, Hong Kong Disneyland is like a hot box of second hand cigarette smoke for children. So either you are exposing yourself to the dangers of highly contagious fatal diseases brought on by unsanitary conditions and human behavior, or to preventable diseases such as cancer by inhaling second hand smoke when you visit Hong Kong Disneyland.Besides these factors, this place is supposed to be fun? Yes, but unfortunately, this place is as close as a family on holiday can get to the burning gates of Hell. DO NOT VISIT HONG KONG DISNEYLAND!""","The author and their family had a terrible experience at Hong Kong Disneyland due to poor park design, lack of rides, long lines, unruly clientele, and unsanitary conditions. They witnessed several unsavory acts and reported them to staff, who did nothing. The park was filled with smokers and the air was thick with second-hand smoke, putting the health of children at risk. The author warns others not to visit Hong Kong Disneyland, as they believe it to be a danger to their health and an unpleasant experience overall."
United States,1,This Disneyland is maintained in good condition. It is alright for 1 2 days of fun with rides for each age and adults too. It lacks in key items such as good restaurants. We wanted to go to exclusive restaurants but there was no help to...More,"Simplify ""This Disneyland is maintained in good condition. It is alright for 1 2 days of fun with rides for each age and adults too. It lacks in key items such as good restaurants. We wanted to go to exclusive restaurants but there was no help to...More""","Disneyland is well-maintained and offers fun rides for all ages, but has limited options for good restaurants."
